features,auc,return
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_score', 'neutral_count', 'negative_count')",0.7083333333333334,0.8470002149948934
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'sentiment_score', 'neutral_count', 'negative_count')",0.7083333333333334,0.8470002149948934
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'sentiment_score', 'neutral_count', 'pos_total_ratio')",0.7297979797979798,0.8453738878611876
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'sentiment_label_encoded', 'sentiment_score', 'neutral_count', 'pos_total_ratio')",0.7297979797979798,0.8453738878611876
"('eps_surprise_pct', 'macd_diff', 'day_of_week', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'pos_total_ratio')",0.6645622895622897,0.8444175236504101
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'sentiment_score', 'neutral_count', 'negative_count')",0.7331649831649831,0.8441511921563112
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'sentiment_label_encoded', 'sentiment_score', 'neutral_count', 'negative_count')",0.7331649831649831,0.8441511921563112
"('prior_return_5d', 'macd_diff', 'day_of_week', 'raw_sentiment_score', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.6666666666666666,0.8421049043416797
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'sentiment_score', 'pos_neg_ratio')",0.7247474747474747,0.8395785619600977
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'sentiment_label_encoded', 'sentiment_score', 'pos_neg_ratio')",0.7247474747474747,0.8395785619600977
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'day_of_week', 'sentiment_label_encoded', 'negative_count', 'pos_total_ratio')",0.6889730639730639,0.8394079038412408
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'day_of_week', 'negative_count', 'pos_total_ratio')",0.6889730639730639,0.8394079038412408
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_score', 'positive_count', 'neutral_count')",0.6670875420875422,0.8385943656233132
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_label_encoded', 'sentiment_score', 'positive_count', 'neutral_count')",0.6670875420875422,0.8385943656233132
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'raw_sentiment_score', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7175925925925926,0.8374612197787052
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'sentiment_score', 'neutral_count', 'negative_count', 'pos_neg_ratio')",0.7032828282828283,0.8365023766878683
"('macd_diff', 'day_of_week', 'sentiment_label_encoded', 'sentiment_score', 'raw_sentiment_score', 'negative_count', 'pos_neg_ratio')",0.6237373737373738,0.8361416885040216
"('macd_diff', 'day_of_week', 'sentiment_score', 'raw_sentiment_score', 'negative_count', 'pos_neg_ratio')",0.6237373737373738,0.8361416885040216
"('rsi_5d', 'macd_diff', 'sentiment_label_encoded', 'negative_count', 'pos_neg_ratio')",0.6776094276094276,0.8360973960171678
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'day_of_week', 'positive_count', 'neutral_count', 'negative_count')",0.6683501683501684,0.8360449945835626
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_score', 'raw_sentiment_score', 'negative_count')",0.6813973063973063,0.835930630638613
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_label_encoded', 'sentiment_score', 'raw_sentiment_score', 'negative_count')",0.6813973063973063,0.835930630638613
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'sentiment_label_encoded', 'raw_sentiment_score', 'negative_count')",0.6599326599326599,0.833358253318061
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'raw_sentiment_score', 'negative_count')",0.6599326599326599,0.833358253318061
"('eps_surprise_pct', 'macd_diff', 'day_of_week', 'sentiment_score', 'raw_sentiment_score', 'negative_count', 'pos_neg_ratio')",0.6919191919191919,0.8332067094516824
"('eps_surprise_pct', 'rsi_5d', 'day_of_week', 'sentiment_label_encoded', 'sentiment_score', 'pos_neg_ratio', 'pos_total_ratio')",0.6687710437710437,0.8310816815736459
"('eps_surprise_pct', 'rsi_5d', 'day_of_week', 'sentiment_score', 'pos_neg_ratio', 'pos_total_ratio')",0.6687710437710437,0.8310816815736459
"('eps_surprise_pct', 'prior_return_5d', 'day_of_week', 'sentiment_score', 'positive_count', 'neutral_count', 'pos_neg_ratio')",0.7234848484848485,0.8302450858499915
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_score', 'raw_sentiment_score', 'neutral_count', 'pos_total_ratio')",0.6704545454545455,0.8284610084523563
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'sentiment_score', 'positive_count', 'pos_total_ratio')",0.6544612794612795,0.8260900408119987
"('macd_diff', 'raw_sentiment_score', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.632996632996633,0.8256956960342934
"('macd_diff', 'sentiment_label_encoded', 'raw_sentiment_score', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.632996632996633,0.8256956960342934
"('prior_return_5d', 'macd_diff', 'day_of_week', 'sentiment_score', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6607744107744108,0.8255318896705166
"('eps_surprise_pct', 'day_of_week', 'sentiment_score', 'raw_sentiment_score', 'pos_total_ratio')",0.694023569023569,0.8253293873353023
"('eps_surprise_pct', 'day_of_week', 'sentiment_label_encoded', 'sentiment_score', 'raw_sentiment_score', 'pos_total_ratio')",0.694023569023569,0.8253293873353023
"('eps_surprise_pct', 'prior_return_5d', 'day_of_week', 'sentiment_label_encoded', 'sentiment_score', 'negative_count')",0.7024410774410774,0.8253021424512565
"('eps_surprise_pct', 'prior_return_5d', 'day_of_week', 'sentiment_score', 'negative_count')",0.7024410774410774,0.8253021424512565
"('macd_diff', 'positive_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6494107744107743,0.8246974564670686
"('macd_diff', 'sentiment_label_encoded', 'positive_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6494107744107743,0.8246974564670686
"('eps_surprise_pct', 'day_of_week', 'sentiment_label_encoded', 'sentiment_score', 'negative_count', 'pos_neg_ratio')",0.6729797979797979,0.8246415883479223
"('eps_surprise_pct', 'day_of_week', 'sentiment_score', 'negative_count', 'pos_neg_ratio')",0.6729797979797979,0.8246415883479223
"('prior_return_5d', 'macd_diff', 'day_of_week', 'raw_sentiment_score', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6658249158249159,0.8231439037210495
"('eps_surprise_pct', 'macd_diff', 'day_of_week', 'sentiment_label_encoded', 'pos_neg_ratio')",0.6851851851851851,0.8230691316227201
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'macd_diff', 'positive_count', 'neutral_count', 'pos_neg_ratio')",0.6881313131313131,0.8225218132555443
"('eps_surprise_pct', 'rsi_5d', 'day_of_week', 'sentiment_score', 'positive_count', 'negative_count', 'pos_neg_ratio')",0.6620370370370371,0.8215894544979174
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_score', 'positive_count', 'neutral_count', 'pos_total_ratio')",0.6750841750841751,0.820552653362528
"('eps_surprise_pct', 'rsi_5d', 'day_of_week', 'sentiment_label_encoded', 'negative_count', 'pos_total_ratio')",0.6776094276094277,0.8186208612500447
"('eps_surprise_pct', 'rsi_5d', 'day_of_week', 'negative_count', 'pos_total_ratio')",0.6776094276094277,0.8186208612500447
"('rsi_5d', 'macd_diff', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'negative_count')",0.6363636363636364,0.8182234592747788
"('rsi_5d', 'macd_diff', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'negative_count')",0.6363636363636364,0.8182234592747788
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'macd_diff', 'sentiment_label_encoded', 'positive_count', 'neutral_count')",0.6691919191919192,0.8169806492470741
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'macd_diff', 'positive_count', 'neutral_count')",0.6691919191919192,0.8169806492470741
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'sentiment_label_encoded', 'sentiment_score', 'positive_count', 'neutral_count')",0.6801346801346801,0.8167136968228785
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'sentiment_score', 'positive_count', 'neutral_count')",0.6801346801346801,0.8167136968228785
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'sentiment_score', 'raw_sentiment_score', 'positive_count')",0.656986531986532,0.8162198359526089
"('eps_surprise_pct', 'prior_return_5d', 'positive_count', 'negative_count', 'pos_neg_ratio')",0.7108585858585859,0.8161564103424308
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'positive_count', 'negative_count', 'pos_neg_ratio')",0.7108585858585859,0.8161564103424308
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'sentiment_score', 'raw_sentiment_score', 'negative_count', 'pos_neg_ratio')",0.7159090909090908,0.8149936859971423
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'day_of_week', 'raw_sentiment_score', 'positive_count', 'pos_neg_ratio')",0.7007575757575757,0.8125428508409849
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_score', 'positive_count', 'pos_total_ratio')",0.6738215488215489,0.8111394609308225
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_label_encoded', 'sentiment_score', 'positive_count', 'pos_total_ratio')",0.6738215488215489,0.8111394609308225
"('eps_surprise_pct', 'day_of_week', 'sentiment_score', 'pos_neg_ratio', 'pos_total_ratio')",0.6864478114478114,0.81023326255832
"('eps_surprise_pct', 'day_of_week', 'sentiment_label_encoded', 'sentiment_score', 'pos_neg_ratio', 'pos_total_ratio')",0.6864478114478114,0.81023326255832
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'raw_sentiment_score', 'negative_count')",0.7133838383838385,0.8095355850146997
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_label_encoded', 'raw_sentiment_score', 'negative_count')",0.7133838383838385,0.8095355850146997
"('eps_surprise_pct', 'prior_return_5d', 'day_of_week', 'sentiment_label_encoded', 'raw_sentiment_score', 'pos_total_ratio')",0.7007575757575758,0.8068566698347053
"('eps_surprise_pct', 'prior_return_5d', 'day_of_week', 'raw_sentiment_score', 'pos_total_ratio')",0.7007575757575758,0.8068566698347053
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'day_of_week', 'positive_count', 'neutral_count', 'pos_neg_ratio')",0.6906565656565656,0.8032398935441305
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'macd_diff', 'sentiment_score', 'positive_count', 'negative_count')",0.6965488215488216,0.8029013540331629
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'sentiment_score', 'positive_count', 'neutral_count', 'pos_neg_ratio')",0.7095959595959597,0.7984041088344362
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_score', 'positive_count', 'neutral_count', 'pos_neg_ratio')",0.7095959595959597,0.7984041088344362
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'sentiment_score', 'positive_count', 'neutral_count')",0.640993265993266,0.7974930513472975
"('eps_surprise_pct', 'prior_return_5d', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'pos_total_ratio')",0.6893939393939394,0.7968440684144511
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'pos_total_ratio')",0.6893939393939394,0.7968440684144511
"('prior_return_5d', 'rsi_5d', 'macd_diff', 'sentiment_label_encoded', 'negative_count', 'pos_total_ratio')",0.6742424242424243,0.79487103560903
"('prior_return_5d', 'rsi_5d', 'macd_diff', 'negative_count', 'pos_total_ratio')",0.6742424242424243,0.79487103560903
"('eps_surprise_pct', 'day_of_week', 'sentiment_score', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'negative_count')",0.6919191919191919,0.7944134978757504
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'day_of_week', 'raw_sentiment_score', 'neutral_count', 'pos_neg_ratio')",0.6919191919191919,0.7939721151774692
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'sentiment_score', 'positive_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7024410774410774,0.793581378590017
"('eps_surprise_pct', 'prior_return_5d', 'day_of_week', 'positive_count', 'neutral_count', 'pos_neg_ratio')",0.6931818181818182,0.7914552683103349
"('eps_surprise_pct', 'prior_return_5d', 'day_of_week', 'sentiment_label_encoded', 'positive_count', 'neutral_count', 'pos_neg_ratio')",0.6931818181818182,0.7914552683103349
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'day_of_week', 'sentiment_score', 'neutral_count', 'negative_count')",0.7015993265993267,0.789810749452281
"('prior_return_5d', 'neutral_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6826599326599326,0.7880474084706637
"('prior_return_5d', 'sentiment_label_encoded', 'neutral_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6826599326599326,0.7880474084706637
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'sentiment_label_encoded', 'pos_total_ratio')",0.6515151515151514,0.7874090056956948
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'pos_total_ratio')",0.6515151515151514,0.7874090056956948
"('macd_diff', 'sentiment_label_encoded', 'sentiment_score', 'positive_count', 'pos_total_ratio')",0.6262626262626263,0.7835028847954455
"('prior_return_5d', 'rsi_5d', 'macd_diff', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.6721380471380471,0.7832244523890146
"('prior_return_5d', 'rsi_5d', 'macd_diff', 'sentiment_label_encoded', 'neutral_count', 'negative_count', 'pos_total_ratio')",0.6721380471380471,0.7832244523890146
"('rsi_5d', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6494107744107744,0.7831794749756533
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_label_encoded', 'sentiment_score', 'raw_sentiment_score', 'neutral_count')",0.6696127946127947,0.7817990202744558
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_score', 'raw_sentiment_score', 'neutral_count')",0.6696127946127947,0.7817990202744558
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'day_of_week', 'raw_sentiment_score', 'negative_count', 'pos_total_ratio')",0.6839225589225589,0.7815479491726742
"('eps_surprise_pct', 'sentiment_label_encoded', 'sentiment_score', 'raw_sentiment_score', 'positive_count')",0.7205387205387206,0.781505415067556
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'sentiment_label_encoded', 'sentiment_score', 'pos_neg_ratio', 'pos_total_ratio')",0.7062289562289562,0.7809769645116662
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'sentiment_score', 'pos_neg_ratio', 'pos_total_ratio')",0.7062289562289562,0.7809769645116662
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'sentiment_label_encoded', 'neutral_count', 'pos_neg_ratio')",0.6973905723905723,0.7806989212639888
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'neutral_count', 'pos_neg_ratio')",0.6973905723905723,0.7806989212639888
"('macd_diff', 'day_of_week', 'sentiment_label_encoded', 'negative_count', 'pos_neg_ratio')",0.6321548821548821,0.7786324015530903
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'day_of_week', 'sentiment_label_encoded', 'positive_count', 'pos_neg_ratio')",0.6856060606060607,0.7781334296980387
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'day_of_week', 'positive_count', 'pos_neg_ratio')",0.6856060606060607,0.7781334296980387
"('macd_diff', 'sentiment_label_encoded', 'raw_sentiment_score', 'neutral_count', 'pos_neg_ratio')",0.6372053872053872,0.777094557281975
"('macd_diff', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'pos_neg_ratio')",0.6304713804713804,0.777094557281975
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'macd_diff', 'raw_sentiment_score', 'positive_count', 'negative_count')",0.7289562289562288,0.7760771152566619
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'sentiment_label_encoded', 'neutral_count', 'pos_total_ratio')",0.6868686868686869,0.7756411317791887
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'neutral_count', 'pos_total_ratio')",0.6868686868686869,0.7756411317791887
"('eps_surprise_pct', 'rsi_5d', 'day_of_week', 'raw_sentiment_score', 'neutral_count', 'negative_count', 'pos_neg_ratio')",0.6599326599326599,0.7751830952693517
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_score', 'positive_count', 'pos_neg_ratio')",0.6683501683501684,0.7748459240388306
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_label_encoded', 'sentiment_score', 'positive_count', 'pos_neg_ratio')",0.6683501683501684,0.7748459240388306
"('eps_surprise_pct', 'prior_return_5d', 'day_of_week', 'raw_sentiment_score', 'neutral_count', 'negative_count')",0.6632996632996632,0.7729388120110843
"('eps_surprise_pct', 'prior_return_5d', 'day_of_week', 'raw_sentiment_score', 'positive_count', 'negative_count')",0.6691919191919192,0.7729388120110843
"('eps_surprise_pct', 'prior_return_5d', 'day_of_week', 'sentiment_label_encoded', 'raw_sentiment_score', 'neutral_count', 'negative_count')",0.6632996632996632,0.7729388120110843
"('eps_surprise_pct', 'prior_return_5d', 'day_of_week', 'sentiment_label_encoded', 'raw_sentiment_score', 'positive_count', 'negative_count')",0.6691919191919192,0.7729388120110843
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'sentiment_score', 'negative_count')",0.7234848484848485,0.7728460326955302
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'sentiment_label_encoded', 'sentiment_score', 'negative_count')",0.7234848484848485,0.7728460326955302
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_label_encoded', 'raw_sentiment_score', 'negative_count', 'pos_total_ratio')",0.6923400673400674,0.7726676398155581
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'raw_sentiment_score', 'negative_count', 'pos_total_ratio')",0.6923400673400674,0.7726676398155581
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'day_of_week', 'sentiment_score', 'positive_count', 'pos_total_ratio')",0.7074915824915824,0.7725612285191352
"('macd_diff', 'sentiment_label_encoded', 'sentiment_score', 'positive_count', 'pos_neg_ratio')",0.6401515151515151,0.7706213803021131
"('rsi_5d', 'sentiment_label_encoded', 'positive_count', 'negative_count', 'pos_neg_ratio')",0.6637205387205387,0.7699605925431188
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'macd_diff', 'positive_count', 'neutral_count', 'negative_count')",0.6944444444444445,0.767273820763597
"('eps_surprise_pct', 'day_of_week', 'sentiment_label_encoded', 'raw_sentiment_score', 'pos_neg_ratio')",0.7112794612794613,0.7665539177083034
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'sentiment_label_encoded', 'neutral_count')",0.6212121212121212,0.7661264636994534
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'neutral_count')",0.6212121212121212,0.7661264636994534
"('macd_diff', 'sentiment_label_encoded', 'sentiment_score', 'raw_sentiment_score', 'neutral_count', 'negative_count', 'pos_neg_ratio')",0.6536195286195287,0.7654860389119846
"('macd_diff', 'sentiment_score', 'raw_sentiment_score', 'neutral_count', 'negative_count', 'pos_neg_ratio')",0.6536195286195287,0.7654860389119846
"('rsi_5d', 'macd_diff', 'sentiment_label_encoded', 'positive_count', 'neutral_count')",0.6069023569023568,0.7652212076260729
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_label_encoded', 'sentiment_score', 'pos_neg_ratio', 'pos_total_ratio')",0.6767676767676768,0.7633170945028178
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_score', 'pos_neg_ratio', 'pos_total_ratio')",0.6767676767676768,0.7633170945028178
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'raw_sentiment_score', 'positive_count', 'neutral_count', 'pos_total_ratio')",0.6851851851851851,0.7631494140791177
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'sentiment_score', 'positive_count', 'negative_count', 'pos_total_ratio')",0.6948653198653199,0.7603229897576778
"('macd_diff', 'day_of_week', 'sentiment_label_encoded', 'negative_count', 'pos_total_ratio')",0.6271043771043772,0.7595139483348692
"('prior_return_5d', 'macd_diff', 'sentiment_label_encoded', 'sentiment_score', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7041245791245792,0.7586433241758892
"('prior_return_5d', 'macd_diff', 'sentiment_score', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7041245791245792,0.7586433241758892
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'sentiment_score', 'raw_sentiment_score', 'neutral_count', 'pos_total_ratio')",0.7066498316498316,0.7580095077790618
"('eps_surprise_pct', 'rsi_5d', 'day_of_week', 'sentiment_score', 'positive_count', 'negative_count', 'pos_total_ratio')",0.6607744107744108,0.7560446142351236
"('eps_surprise_pct', 'rsi_5d', 'day_of_week', 'sentiment_score', 'raw_sentiment_score', 'negative_count', 'pos_total_ratio')",0.6645622895622895,0.7560446142351236
"('eps_surprise_pct', 'rsi_5d', 'day_of_week', 'sentiment_score', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6696127946127947,0.7560446142351236
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'macd_diff', 'positive_count', 'pos_neg_ratio', 'pos_total_ratio')",0.7133838383838383,0.7557784428955496
"('eps_surprise_pct', 'rsi_5d', 'day_of_week', 'sentiment_score', 'raw_sentiment_score', 'positive_count', 'negative_count')",0.6582491582491582,0.754015772924044
"('eps_surprise_pct', 'rsi_5d', 'day_of_week', 'sentiment_score', 'neutral_count', 'negative_count', 'pos_neg_ratio')",0.6607744107744108,0.754015772924044
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'sentiment_label_encoded', 'negative_count')",0.6708754208754208,0.7536478511396976
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'negative_count')",0.6708754208754208,0.7536478511396976
"('prior_return_5d', 'day_of_week', 'sentiment_label_encoded', 'neutral_count', 'negative_count')",0.6182659932659932,0.7513903948171881
"('prior_return_5d', 'raw_sentiment_score', 'neutral_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6856060606060607,0.7512785748830322
"('prior_return_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'neutral_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6856060606060607,0.7512785748830322
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'macd_diff', 'day_of_week', 'raw_sentiment_score', 'pos_total_ratio')",0.686026936026936,0.751118532214307
"('eps_surprise_pct', 'rsi_5d', 'day_of_week', 'sentiment_score', 'neutral_count', 'pos_neg_ratio')",0.6654040404040404,0.7475026318609819
"('eps_surprise_pct', 'rsi_5d', 'day_of_week', 'sentiment_label_encoded', 'sentiment_score', 'neutral_count', 'pos_neg_ratio')",0.6654040404040404,0.7475026318609819
"('eps_surprise_pct', 'rsi_5d', 'day_of_week', 'sentiment_label_encoded', 'negative_count')",0.6628787878787878,0.7472590952328317
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'macd_diff', 'sentiment_label_encoded', 'positive_count', 'pos_total_ratio')",0.6872895622895624,0.7469068657207825
"('eps_surprise_pct', 'prior_return_5d', 'rsi_5d', 'macd_diff', 'positive_count', 'pos_total_ratio')",0.6872895622895624,0.7469068657207825
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'positive_count', 'pos_neg_ratio')",0.6519360269360269,0.7439257237766126
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'sentiment_label_encoded', 'positive_count', 'pos_neg_ratio')",0.6519360269360269,0.7439257237766126
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_score', 'raw_sentiment_score', 'pos_neg_ratio')",0.6830808080808081,0.743062929548763
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_label_encoded', 'sentiment_score', 'raw_sentiment_score', 'pos_neg_ratio')",0.6830808080808081,0.743062929548763
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'sentiment_label_encoded', 'sentiment_score', 'positive_count')",0.6603535353535354,0.7427513547088664
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'sentiment_score', 'positive_count')",0.6603535353535354,0.7427513547088664
"('eps_surprise_pct', 'prior_return_5d', 'day_of_week', 'negative_count', 'pos_neg_ratio')",0.6868686868686867,0.7425949954758941
"('eps_surprise_pct', 'prior_return_5d', 'day_of_week', 'sentiment_label_encoded', 'negative_count', 'pos_neg_ratio')",0.6868686868686867,0.7425949954758941
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'sentiment_score', 'neutral_count', 'pos_neg_ratio')",0.6485690235690236,0.742254566440202
"('eps_surprise_pct', 'prior_return_5d', 'macd_diff', 'day_of_week', 'sentiment_score', 'positive_count', 'neutral_count')",0.7007575757575757,0.7419382252504094
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_score', 'raw_sentiment_score', 'positive_count')",0.7234848484848485,0.740974686629049
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'sentiment_score', 'raw_sentiment_score', 'positive_count')",0.7234848484848485,0.740974686629049
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'neutral_count', 'pos_total_ratio')",0.6994949494949494,0.7404950672680566
"('eps_surprise_pct', 'prior_return_5d', 'raw_sentiment_score', 'neutral_count', 'pos_total_ratio')",0.6994949494949494,0.7404950672680566
"('eps_surprise_pct', 'volatility_5d', 'macd_diff', 'day_of_week', 'raw_sentiment_score', 'positive_count', 'negative_count')",0.6767676767676767,0.7403058194224901
"('eps_surprise_pct', 'prior_return_5d', 'day_of_week', 'sentiment_label_encoded', 'pos_neg_ratio')",0.7407407407407407,0.7383393264442359
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'sentiment_score', 'raw_sentiment_score', 'pos_total_ratio')",0.6632996632996633,0.7378134441846476
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'sentiment_label_encoded', 'negative_count')",0.6872895622895623,0.7373442626584306
"('prior_return_5d', 'macd_diff', 'day_of_week', 'positive_count', 'negative_count', 'pos_neg_ratio', 'pos_total_ratio')",0.6759259259259259,0.7368172154513106
"('macd_diff', 'day_of_week', 'sentiment_label_encoded', 'sentiment_score', 'positive_count', 'negative_count', 'pos_neg_ratio')",0.6212121212121212,0.73381220296146
"('macd_diff', 'day_of_week', 'sentiment_score', 'positive_count', 'negative_count', 'pos_neg_ratio')",0.6212121212121212,0.73381220296146
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'sentiment_score', 'neutral_count')",0.6536195286195287,0.7313290041391123
"('eps_surprise_pct', 'rsi_5d', 'macd_diff', 'day_of_week', 'sentiment_label_encoded', 'sentiment_score', 'neutral_count')",0.6536195286195287,0.7313290041391123
"('eps_surprise_pct', 'prior_return_5d', 'sentiment_label_encoded', 'raw_sentiment_score', 'neutral_count', 'pos_neg_ratio')",0.7070707070707071,0.7304852788499807
